author,publicationPlace,publicationYear,sourceLanguage,targetLanguage
[autor: Stefano Broccoli,Warszawa,2023,eng,pol
"Beaumont, Émilie",Ożarów Mazowiecki,2023,fre,pol
"King, Stephen",Warszawa,2024,eng,pol
"Webb, Holly",Warszawa,2022,eng,pol
"Webb, Holly",Warszawa,2022,eng,pol
"Firer, Alex",Warszawa,2022,eng,pol
"Keyes, Daniel",Poznań,2022,eng,pol
"Dick, Philip K.",Poznań,2022,eng,pol
"Remarque, Erich Maria",Poznań,2022,ger,pol
"Remarque, Erich Maria",Poznań,2022,ger,pol
"McDonald, Andrew",Kraków,2024,eng,pol
"Ostertag, Molly Knox",Białystok,2024,eng,pol
"Sójka-Leszczyńska, Anna",Bratislava,2022,pol,slo
"Taylor Emily, J.",Łódź,2022,eng,pol
"Andreen, Tracy",Warszawa,2022,eng,pol
"Kagami, Takaya",Warszawa,,jpn,pol
"Herbert, Frank",Poznań,2022,eng,pol
"Simmons, Dan",Czerwonak,2023,eng,pol
"Cherry, Brittainy C.",Oświęcim,2023,eng,pol
"Podolec, Marcin",Novi Sad,2023,pol,srp
"Begley, Jamie",Oświęcim,2023,eng,pol
"Cholewińska-Szkolik, Aniela",Bratislava,2023,pol,slo
"Harris, Thomas",Katowice,2022,eng,pol
"Sienkiewicz, Henryk",,2018,pol,eng
"Sharma, Nisha",Białystok,2024,eng,pol
"Kiefer, Lena",Warszawa,2021,ger,pol
"Bracken, Alexandra",Warszawa,2021,eng,pol
"Flanagan, John",Warszawa,2021,eng,pol
"DeLillo, Don",Warszawa,2022,eng,pol
"Andrews, Mesu",Warszawa,2021,eng,pol
"Budkiewicz, Radosław",Będzin,2021,pol,chi
"Píro, Radka‪",Gdańsk,2021,cze,pol
"Kawczak, Paul",Kraków,2021,fre,pol
przekład i redakcja Henryk Cierniak.,Katowice,2019,eng,pol
"Adams, Douglas",Poznań,2023,eng,pol
"Serbource, Christine",Novara,2021,,pol
"Fujisaki, Ryū",Warszawa,,jpn,pol
"Pratchett, Terry",Warszawa,2022,eng,pol
"Shakespeare, William",Wrocław,2023,eng,pol
"[scenariusz Mike Mignola, John Byrne",Warszawa,2022,eng,pol
"Tokarczuk, Olga",Amadora,2020,pol,por
"Gabaldon, Diana",Warszawa,2021,eng,pol
"Johnson, Rebecca",Piaseczno,2023,eng,pol
AidaIro,Warszawa,2023,jpn,pol
"Couchman, Simon",Kielce,2023,eng,pol
"Schulz, Bruno",,2023,pol,nno
"Couchman, Simon",Kielce,2023,eng,pol
"Sundin, David",Poznań,2023,swe,pol
"Verne, Jules",Ruda Śląska,2023,fre,pol
"Gillig, Rachel",Oświęcim,2023,eng,pol
"Siewierianin, Igor",Lublin,2023,rus,pol
"Mehdi, Cloé",Warszawa,2022,fre,pol
"Mukōda, Kuniko",Bydgoszcz,2023,jpn,pol
"Pannen, Kai",Warszawa,2023,ger,pol
"Ross, Rebecca",Warszawa,2023,eng,pol
"Hartwell, Kelsey",Białystok,2022,eng,pol
"Anderson, Lena",Poznań,2023,swe,pol
"Hazelwood, Ali",Warszawa,2023,eng,pol
"Moreland, Melanie",Gliwice,2022,eng,pol
"Collins, Sara",Kraków,2022,eng,pol
"Bourgeois, Paulette",Katowice,2021,eng,pol
"Tokarczuk, Olga",København,2022,pol,dan
"Tokarczuk, Olga",København,2022,pol,dan
"Wang, Margaret",Łódź,2022,eng,pol
"Berkane, Nadia",Katowice,2021,fre,pol
Tijan,Białystok,2022,eng,pol
"Liu, Cixin",Poznań,2021,chi,
"Holtfreter, Nastja",Kielce,2023,ger,pol
"Baffetti, Barbara",Kielce,2023,ita,pol
"Baldree, Travis",Kraków,2023,,
"Blackman, Malorie",Poznań,2022,eng,pol
"Abulí, Enrique Sánchez",Katowice,2024,spa,pol
"Peru, Olivier",Warszawa,2024,fre,pol
"Prévot, Pascal",,2023,fre,pol
"Twardoch, Szczepan",Kraków,2022,pol,pol
"Harari, Yuval Noah",Kraków,2022,eng,pol
"[scenariusz] Brian Herbert, Kevin J. Anderson",Katowice,2022,eng,pol
"Twardoch, Szczepan",Barcelona,2023,pol,spa
"Moriarty, Liane",Kraków,2023,eng,pol
"Strzałkowska, Małgorzata",Barcelona,2017,pol,spa
"Cambron, Kristy",Kraków,2020,eng,pol
"Bazterrica, Agustina María",Białystok,2021,spa,pol
"Tullet, Hervé",Warszawa,2016,fre,pol
"Jennings, Sharon",Katowice,2023,eng,pol
"Mas Bassas, Clara",Katowice,2023,spa,pol
"Kawyl, Michaś",Białystok,2023,grc,bel
"Jennings, Sharon",Katowice,2021,eng,pol
"Jennings, Sharon",Katowice,2021,eng,pol
"Zevin, Gabrielle",Poznań,2023,eng,pol
"Schwab, Victoria",Poznań,2022,eng,pol
z języka angielskiego przetłumaczył Wojtek Cajgner.,Poznań,2022,eng,pol
"Martin, George R. R.",Poznań,2022,eng,pol
"Martin, George R. R.",Poznań,2023,eng,pol
"[redakcijna kołehija: Nadija Skotna, Myron Czerneć, Wira Meńiok, Łeonid Tymoszenko].",Lublin,2014,pol,pol
"Lutz, John",Warszawa,2015,eng,pol
"Forte, Jemma",Warszawa,2015,eng,pol
"Olsen, Gregg",Warszawa,2015,eng,pol
"Tokarczuk, Olga",,2023,pol,chi
"Pak, Wan-sŏ",Warszawa,2020,kor,pol
"Shen, L. J.",Białystok,2022,eng,pol
"Maeterlinck, Maurice",Wrocław,2021,fre,pol
"Rowlands, Avril",Kielce,2021,eng,pol
"Barféty, Elisabeth",Kraków,2022,fre,pol
"Sontag, Susan",Kraków,2023,eng,pol
"Montgomery, Lucy Maud",Warszawa,2022,eng,pol
"Delahaye, Gilbert",Poznań,2016,fre,pol
"Gernhäuser, Susanne",Poznań,2023,ger,pol
tekst oryginalny Gilbert Delahaye,Poznań,2023,fre,pol
"Tokarczuk, Olga",Vilnius,2020,pol,lit
"Camden, Elizabeth",Rzeszów,2022,eng,pol
"Davies, Suyi",Warszawa,2022,eng,pol
"Katō, Kazue",Warszawa,,jpn,pol
"Katō, Kazue",Warszawa,2021,jpn,pol
"Reid, B. B.",Białystok,2021,eng,pol
"Melchor, Fernanda",Białystok,2021,spa,pol
"Lawrence, Kim",Warszawa,2021,eng,pol
"Forbes, Emily",Warszawa,2021,eng,pol
"St. John, Yahrah",Warszawa,2021,eng,pol
"Adams, Lyssa Kay",Białystok,2021,eng,pol
[ilustracje Sofie Kenens,Ożarów Mazowiecki,2021,fre,pol
"Levy, Andrea",Warszawa,2022,eng,pol
"King, Stephen",Warszawa,2021,eng,pol
"Mularczuk, Iryna",Sejny,2023,ukr,ukr
"Basara, Svetislav",Warszawa,2021,srp,pol
[tłumaczenie z języka angielskiego: Jacek Żuławnik].,Warszawa,2022,eng,pol
"Sapkowski, Andrzej",Zagreb,,pol,hrv
"Andrews, V. C.",Warszawa,2014,eng,pol
"June, Coralee",Oświęcim,2022,eng,pol
"Harmel, Kristin",Warszawa,2022,eng,pol
"Lem, Stanisław",Moskva,2015,pol,rus
"Reymont, Władysław Stanisław",,2021,pol,hun
"Sami, Annabelle",Konin,2021,eng,pol
"Mrożek, Sławomir",Zürich,2022,pol,ger
"Jewell, Lisa",Poznań,2021,eng,pol
[tekst oryginału: Tecnoscienza,Barcelona,2018,spa,pol
"Sánchez, María José",Barcelona,2018,spa,pol
"Barrio García-Agulló, Marta",Katowice,2023,spa,pol
"Strout, Elizabeth",Warszawa,2021,eng,pol
"Lem, Stanisław",,2021,pol,chi
"Musso, Guillaume",Warszawa,2022,fre,pol
"Puzo, Mario",Warszawa,2023,eng,pol
"Partington, David",Warszawa,2023,eng,pol
"Gerritsen, Tess",Warszawa,2022,eng,pol
"Jestin, Victor",Poznań,2023,fre,pol
"Jackson, Stina",Rudno,2022,swe,pol
"Klay, Phil",Warszawa,2023,eng,pol
"Jackson, Lisa",Warszawa,2023,eng,pol
"Ware, Ruth",Poznań,2023,eng,pol
"Reid, Taylor Jenkins",Poznań,2023,eng,pol
"[Burdziński Łukasz, Wojciechowski Tomasz, Góralska Marianna, Kozłowska Justyna, Wolińska Nadia, Chambers Luke, Henk Dan, Ziarko Paulina].",Kraków,2023,eng,pol
"Tokarczuk, Olga",Paris,,pol,fre
"Quade, Kirstin Valdez",Kraków,2023,eng,pol
"Maise, Ella",Kraków,2023,eng,pol
"Bocquet, Olivier",Warszawa,2024,,pol
"Lee, Geneva",Białystok,2023,eng,pol
"Roba, Jean",Warszawa,2024,fre,pol
"Gillot, Laurence",Warszawa,2024,fre,pol
"Läckberg, Camilla",Warszawa,2020,swe,pol
opracowanie: Danuta Bartosz i Witold Zakrzewski.,Poznań,2021,mul,pol
"Scott, Cavan",Ożarów Mazowiecki,2021,eng,pol
"Palmer, Diana",Warszawa,2022,eng,pol
"Day, Sylvia",Warszawa,2021,eng,pol
"Kaye, Marguerite",Warszawa,2022,eng,pol
"King, Myra",Piaseczno,2022,eng,pol
"Cavid, Hüseyn",Baku,2013,aze,pol
"Lipska, Ewa",Budapest,2021,pol,hun
tłumaczenie tekstów angielskich: Katarzyna Kmieć-Krzewniak.,Łódź,2023,eng,pol
"Munro, Alice",Warszawa,2014,eng,pol
"Shirer, Priscilla",Częstochowa,2021,eng,pol
"Edwards, John",Ożarów Mazowiecki,2021,eng,pol
"Sheehan, Madeline",Poznań,2017,eng,pol
"Kinney, Jeff",Warszawa,2022,eng,pol
"Kurowski, Rémy",,2021,fre,pol
"Przemysław Wechterowicz, Marcin Minor",Barcelona,,pol,spa
"Tokarczuk, Olga",Barcelona,,pol,spa
"Szymborska, Wisława",Madrid,2023,pol,spa
"Tokarczuk, Olga",Paris,2022,pol,fre
Annette Marie,Białystok,2021,eng,pol
"Polkowski, Jan",Cluj-Napoca,2021,pol,rum
"Zabużko, Oksana",Kiev,2014,pol,ukr
"Zommer, Yuval",Warszawa,2023,eng,pol
"Bouillier, Grégoire",Poznań,2023,fre,pol
"Gran, Iegor",Poznań,2023,fre,pol
"Saint-Exupéry, Antoine de",Warszawa,2021,fre,pol
"Suri, Tasha",Lublin,2023,,
Annette Marie,Białystok,2021,eng,pol
"Tuti, Ilaria",Katowice,2022,ita,
[scenariusz Scott Tipton i David Tipton,Warszawa,2022,eng,pol
"Gaiman, Neil",Warszawa,2022,eng,pol
"Reid, Taylor Jenkins",Poznań,2023,eng,pol
"Quinn, Julia",Warszawa,2022,eng,pol
"Cleeves, Ann",Warszawa,2022,eng,pol
"Andreae, Giles",Warszawa,2022,eng,pol
"Lem, Stanisław",Moskva,2022,pol,rus
"Sapkowski, Andrzej",Moskva,2022,pol,rus
"Bliźniak, Jan",,2021,pol,rus
"Haushofer, Marlen",Warszawa,2023,ger,pol
Matt i Tom Oldfield,Gliwice,2024,eng,pol
[w oparciu o książki autorstwa Paulette Bourgeois i Brendy Clark,Katowice,2022,eng,pol
"Bourgeois, Paulette",Katowice,2022,eng,pol
"McGuire, Jamie",Białystok,2021,eng,pol
"Slatsky, Christopher",Wrocław,2023,eng,pol
"Widmark, Martin",Poznań,2021,swe,pol
"Wyszebaba, Pawło",Sejny,2023,ukr,ukr
[tłumaczenie: Gabriela Kotkowska],Novara,2023,,pol
"Fedorak, Nazar",Sejny,2024,ukr,ukr
"Tarnowski, Marcin",,2024,mul,pol
"Matsin, Paavo",Gdańsk,2022,est,pol
"Peterson, Andrew",Ustroń,2022,eng,pol
"Davies, Benji",Kraków,2020,eng,pol
Macaw Books.,Piaseczno,2021,eng,
"Goethe, Johann Wolfgang von",Warszawa,2022,ger,pol
"Levenseller, Tricia",Poznań,2023,eng,pol
"Van Crugten, Alain",Kraków,2023,fre,pol
"Bagwell, Stella",Warszawa,2023,eng,pol
"Le Boucher, Timothé",Katowice,2023,fre,pol
"Remender, Rick",Katowice,2021,eng,pol
"Rand, Ayn",Poznań,2021,eng,pol
"Toppi, Sergio",Nieledew,2022,ita,pol
"Johnson-Cadwell, Warwick",Katowice,2021,eng,pol
"Vance, William",Szczecin,2022,fre,pol
"Watanabe, Tsuyoshi",Warszawa,2016,jpn,pol
"Kikuchi, Hideyuki",Warszawa,2018,jpn,pol
"Low, Robert",Poznań,2023,eng,pol
"Potocki, Jan",Kraków,2023,fre,pol
"Dugoni, Robert",Warszawa,2021,eng,pol
"Haynes, Natalie",Warszawa,2023,eng,pol
"Cochrun, Alison",Warszawa,2023,eng,pol
"Dobosz, Ewelina",Praha,2022,pol,cze
"Politano, Joanna Davidson",Rzeszów,2022,eng,pol
"Kurk, Laura Anderson",Rzeszów,2022,eng,pol
"Mull, Brandon",Warszawa,2021,eng,pol
"Sienkiewicz, Henryk",,2017,pol,chi
"Max Czornyj, Joanna Jax, Agnieszka Lis, Maria Paszyńska, Sylwia Winnik, Barbara Wysoczańska, Bogna Ziembicka.",Poznań,2022,,pol
"Tokarczuk, Olga",Paris,2021,pol,fre
"Miller, Ben",Warszawa,2023,eng,pol
"Rivers, Francine",Warszawa,2022,eng,pol
"Lindstedt, Laura",Poznań,2021,fin,pol
"Powell, Claire",Warszawa,2023,eng,pol
wybrał i przełożył Ryszard Engelking.,Warszawa,2021,fre,pol
"Baker, Tina",Poznań,2022,eng,
[tłumaczenie: Karolina Tchórzewska].,Ożarów Mazowiecki,2023,,pol
"Morvan, Jean-David",Warszawa,2022,fre,pol
"Yolen, Jane",Poznań,2021,eng,pol
"Griffiths, Andy",,2023,eng,pol
"Ward, Catriona",Poznań,2021,eng,pol
"Proust, Marcel",Warszawa,2021,fre,pol
"Brontë, Charlotte",Warszawa,2021,eng,pol
"Vlautin, Willy",Wołowiec,2022,eng,pol
"Szczypiorski, Andrzej",Paris,,pol,fre
"Kuefler, Joseph",Poznań,2023,eng,pol
"Rivers, Francine",Warszawa,2014,eng,pol
"Stark, Ulf",Poznań,2022,swe,pol
"Barks, Carl",Warszawa,2022,eng,pol
"Chamblain, Joris",Warszawa,2022,fre,pol
"Tamaki, Mariko",Warszawa,2022,eng,pol
"Gaiman, Neil",Warszawa,2015,eng,pol
"Tenuta, Saverio",Nieledew,2023,fre,pol
"Keeland, Vi",Białystok,2023,eng,pol
"Read, Benjamin",Katowice,2020,eng,pol
"Iwahara, Yūji",Warszawa,2016,jpn,pol
"Piñeiro, Claudia",Katowice,2023,spa,pol
"Przybylski, Aleksander",Gdańsk,2016,mul,pol
"Happonen, Kaisa",Piaseczno,2023,fin,pol
"Lillegraven, Ruth",Piaseczno,2023,nor,pol
"Mikołuszko, Wojciech",Beijing,2018,pol,chi
"Mereżkowski, Dmitrij",Katowice,2022,rus,pol
"Hapka, Cathy",Ożarów Mazowiecki,2022,eng,pol
[tłumaczenie: Monika Kiersnowska],Ożarów Mazowiecki,2022,,pol
"Gibran, Kahlil",Warszawa,2022,eng,pol
,Częstochowa,2022,mul,pol
"Brontë, Anne",Warszawa,2022,eng,pol
"Gu, Byeong-mo",Białystok,2021,kor,pol
"Gerasik, Marta",Kraków,2021,,pol
"Monster, Sfé R.",Warszawa,2021,eng,pol
"Dumas, Alexandre",Warszawa,2021,fre,pol
"Heine, Heinrich",Warszawa,2022,ger,pol
"Christa, Janusz",Warszawa,2022,pol,ukr
"Wechterowicz, Przemysław",Sofija,2022,pol,bul
"Wechterowicz, Przemysław",Sofija,2022,pol,bul
Margret i H. A. Rey,Warszawa,2022,eng,pol
"Smirnoff, Karin",Poznań,2023,swe,pol
"Bánk, Zsuzsa",Wołowiec,2023,ger,pol
"Roffey, Monique",Warszawa,2023,eng,pol
"Simons, Paullina",Warszawa,2023,eng,pol
"Kuzmins, Svens",Gdańsk,2022,lav,pol
"Ponson du Terrail, Pierre Alexis de",Ruda Śląska,2022,fre,pol
"Zevaco, Michel",Ruda Śląska,2022,fre,pol
"Kleinbaum, N. H.",Poznań,2022,eng,pol
"Bublitz, Jacqueline",Warszawa,2022,eng,pol
"Brian Herbert, Kevin J. Anderson",Poznań,2022,eng,pol
"Casanova, Giacomo",Sandomierz,2024,fre,pol
"Reilly, Cora",Oświęcim,2022,eng,pol
Greg Ruth,Warszawa,,eng,pol
[serię WITCH stworzyła Elisabetta Gnone,Warszawa,2022,ita,pol
"Våhlund, Elias",Katowice,2024,swe,pol
"Bunn, Cullen",Warszawa,2022,eng,pol
"Graves, Robert",Warszawa,2022,eng,pol
"Herngren, Moa",Warszawa,2024,swe,pol
"King, Stephen",Warszawa,2024,eng,pol
"Tynion, James",Katowice,2024,eng,pol
"Zawada, Filip",Praha,2024,pol,cze
"Kinnear, Nicola",Warszawa,2021,eng,pol
"Andreae, Giles",Warszawa,2020,eng,pol
"Stedman, M. L.",Warszawa,2016,eng,pol
"Aaron, Jason",Warszawa,,eng,pol
"Pratchett, Terry",Warszawa,2020,eng,pol
"Alcott, Louisa May",Katowice,2023,eng,
"Toriyama, Akira",Mierzyn,2022,jpn,pol
"Toriyama, Akira",Mierzyn,2022,jpn,pol
"Toriyama, Akira",Mierzyn,,jpn,pol
"Isayama, Hajime",Mierzyn,2021,jpn,pol
Matt i Tom Oldfield,Gliwice,2023,eng,pol
"Jurij Andruchowycz, Andrzej Stasiuk.",Wołowiec,2018,ukr,pol
"Reynolds, Matthew",Łódź,2023,eng,pol
"Child, Lee",Warszawa,2022,eng,pol
wybór tekstów Tadeusz Zysk,Poznań,2021,eng,pol
"Drake, J. L.",Oświęcim,2022,eng,pol
"Harmon, Amy",Oświęcim,2020,eng,pol
"Aurora, Belle",Oświęcim,2020,eng,pol
"McKenzie, Catherine",Oświęcim,2020,eng,pol
"Ulrich Renz, Barbara Brinkmann",Lübeck,2020,ger,dut
"Ulrich Renz, Barbara Brinkmann",Lübeck,2020,ger,pol
"Nowocień, Joanna",Kraków,2022,pol,pol
[scenariusz: Jean-Claude Forest,Łódź,2021,fre,pol
"Todd, Anna",Kraków,2021,eng,pol
"Kay, Elizabeth",Warszawa,2023,eng,pol
"Iperen, Roxane van",Warszawa,2023,dut,pol
"Babkina, Kateryna",Wrocław,2023,ukr,pol
"Nordberg, Jenny",Wołowiec,2015,eng,pol
"Marasco, Roberta",Warszawa,2021,ita,pol
"Wilson, Joe",Warszawa,2021,eng,pol
"Filippi, Denis-Pierre",Warszawa,2021,fre,pol
"Purdon, Lilly",Gliwice,2022,eng,pol
"Risuleo, Fulvio",Warszawa,2021,ita,pol
"Gombrowicz, Witold",Lisboa,,pol,por
"Cussler, Clive",Warszawa,2023,eng,pol
"Scheunemann, Frauke",Katowice,2022,ger,pol
"Stephens, Helen",Warszawa,2021,eng,pol
"Danan, Rosie",Poznań,2023,eng,pol
"Weber, Susanne",Katowice,2022,ger,pol
"Kuwabara, Taku",Warszawa,2022,jpn,pol
"Kuwabara, Taku",Warszawa,2022,jpn,pol
"Andreae, Giles",Warszawa,2022,eng,pol
"Kuwabara, Taku",Warszawa,2022,jpn,pol
[wybór i opracowanie Ewa Skarżyńska].,Sandomierz,2023,eng,pol
"Merritt, Abraham",Kraków,2019,eng,pol
"Bjergfeldt, Annette",Warszawa,2023,dan,pol
"Halls, Stacey",Warszawa,2023,eng,pol
"Berg, Gretchen",Warszawa,2021,eng,pol
"Gillot, Laurence",Warszawa,2023,fre,pol
"Winterberg, Philipp",,2021,ger,ita
Lylian,Warszawa,2023,fre,pol
"Winterberg, Philipp",,2015,ger,fre
"Bendis, Brian Michael",Warszawa,2023,eng,pol
"Puchalski, Lucjan",Leipzig,2022,pol,ger
"Gough, Julian",Warszawa,2021,eng,pol
"Serbource, Christine",Novara,2022,,pol
"Smethurst, Sue",Roma,2021,eng,ita
"Newton, A. I.",Warszawa,2021,eng,pol
Gauz,Warszawa,2018,fre,pol
"Webb, Holly",Warszawa,2024,eng,pol
"Wiktor Czepczyński, Żaneta Kupczyk",,2019,pol,spa
"Asmus, James",Warszawa,2023,eng,pol
"Sobolewska, Justyna",,2021,pol,ukr
scenariusz Mathieu Gabella,Warszawa,2023,fre,pol
"Tuffin, Olivia.",Warszawa,2023,eng,pol
"Lejardi, Myriam M.",Warszawa,2023,spa,pol
"Gonçalves, Filipa Costa",Kraków,2024,por,pol
"Spurrier, Simon",Katowice,2023,eng,pol
"Kozłowska, Urszula",Kistarcsa,2017,pol,hun
"Hatt, Jemma",Warszawa,2023,eng,pol
"Sapkowski, Andrzej",New York,,pol,eng
Rodolphe,Warszawa,2022,fre,pol
"Horst, Jørn Lier",Poznań,2023,nor,pol
"Lundberg, Sara",Warszawa,2023,swe,pol
"Kuzmins, Svens",Gdańsk,2022,lav,pol
[fabuła: Joe Harris i Chris Carter,Kraków,2015,eng,pol
Homer,Kraków,2020,grc,pol
"Verne, Jules",Kraków,2021,fre,pol
"Gibbs, Stuart",Warszawa,2023,eng,pol
"Kawahara, Reki",Gołuski,2021,jpn,pol
"Lagerlöf, Selma",Poznań,2023,swe,pol
"Rej, Mikołaj",Tokyo,2021,pol,jpn
"Shakespeare, William",Warszawa,2021,eng,pol
"Steel, Danielle",Kraków,2021,eng,pol
"Piasecki, Sergiusz",Vilnius,2021,pol,lit
"Moore, Alan",Warszawa,2022,eng,pol
"Bendis, Brian Michael",Warszawa,2022,eng,pol
"Wnuk, Waldemar","Bloomington, IN",2017,pol,eng
"Nishi, Osamu",Warszawa,,jpn,pol
"Hristov, Ivan",Gdańsk,2021,bul,pol
"Twain, Mark",Konin,2021,eng,pol
[tłumaczenie: Jacek Drewnowski].,Warszawa,2021,,pol
"Baddiel, David",Gdańsk,2022,eng,pol
"Márai, Sándor",Warszawa,2024,hun,pol
"Ryder, Jess",Warszawa,2022,eng,pol
"Twardoch, Szczepan",Hamburg,,pol,ger
"Agata Brajerska-Mazur, Edyta Chlebowska (eds.)",Berlin,2022,pol,eng
"Oksana Łuszczewska, Dzmitryj Bandarenka",Poznań,2022,,pol
"Gombrowicz, Witold",Paris,2022,pol,fre
[redakcja i tłumaczenie: Karolina Tchórzewska].,Macierzysz,2021,,
"‪Ławrientjewa, Olga",Warszawa,2022,rus,pol
"Solnit, Rebecca",Kraków,2023,eng,pol
"Lipińska, Blanka",,2022,pol,dan
"Hayashida, Kyū",Warszawa,2023,jpn,pol
"Concejo, Joanna",Budapest,2023,pol,hun
"Taraska, Anna",Budapest,2022,pol,hun
"Sutherland, Tui",Warszawa,2022,eng,pol
"Joanna Gębal, Monika Zborowska",Budapest,2021,pol,hun
"Jimenez, Simon",Warszawa,2022,eng,pol
"Papużanka, Zośka",Beograd,2022,pol,srp
"Radke, Anna Elissa",Opole,2022,,lat
"Clare, Cassandra",Warszawa,2021,eng,pol
"Wallace, Edgar",Warszawa,2020,eng,pol
"Marcús, Joana",Poznań,2023,spa,pol
"Tołstoj, Lew",Poznań,2023,rus,pol
"Fitzgerald, F. Scott",Warszawa,2023,eng,pol
"Brian Herbert, Kevin J. Anderson",Poznań,2021,eng,pol
[redakcja i tłumaczenie: Karolina Tchórzewska].,Macierzysz,2021,,pol
"Burroughs, Edgar Rice",Olsztyn,2020,eng,pol
"Herbert, Frank",Poznań,2021,eng,pol
"Smith, Lyssa Mia",Warszawa,2023,eng,pol
"Frazier, T. M.",Białystok,2021,eng,pol
"Van Hamme, Jean",Szczecin,2020,fre,pol
"Hveberg, Klara",Gdańsk,2021,nor,pol
"Van Hamme, Jean",Szczecin,2020,fre,pol
"Lorentz, Iny",Katowice,2023,ger,pol
"Rice, Anne",Poznań,2018,eng,pol
"Remarque, Erich Maria",Poznań,2022,ger,pol
"Tynion, James",Katowice,2021,eng,pol
"Sandrel, Julien",Katowice,2022,fre,pol
"Gillen, Kieron",Katowice,2021,eng,pol
"Wiebe, Kurtis J.",Katowice,2021,eng,pol
Franz,Szczecin,2019,fre,pol
"Ohba, Tsugumi",Warszawa,2018,jpn,pol
"Tolkien, J. R. R.",Poznań,2023,eng,pol
"Goscinny, René",Warszawa,2023,fre,pol
Tijan,Białystok,2022,eng,pol
"Bielecka, Elżbieta",Poznań,2016,grc,pol
"[wybór, redakcja i opracowanie: Gabriela Abrasowicz, Leszek Małczak",Katowice,2019,hrv,pol
"Sapkowski, Andrzej",Vilnius,2021,pol,lit
"Sapkowski, Andrzej",Vilnius,2021,pol,lit
"Cooper, James Fenimore",Warszawa,2016,eng,pol
"Zięba, Józef",Lublin,2021,ukr,pol
"Jeffries, Sabrina",Białystok,2022,eng,pol
selección y edición de Jorge de Cascante,Barcelona,,mul,spa
"Sapkowski, Andrzej",Vilnius,2023,pol,lit
"Shakespeare, William",Warszawa,2022,eng,pol
"Shakespeare, William",Warszawa,2022,eng,pol
"Sapkowski, Andrzej",,2022,pol,tha
"Ella Frank, Brooke Blaine",Gołuski,2021,eng,pol
"Cole, Tillie",Gołuski,2021,eng,pol
"Green, John",Wrocław,2023,eng,pol
"Hewitt, Kate",Poznań,2024,eng,pol
"Wojtyła, Karol",Madrid,,pol,spa
"Auer, Margit",Katowice,2023,ger,pol
"Sigunsdotter, Kristina",Poznań,2023,swe,pol
"Quin, Ann",Wrocław,2023,eng,pol
"[antologie, traducere, prezentare și note] Leo Butnaru].",Iaşi,2021,mul,rum
"Andolfo, Mirka",Katowice,2022,eng,pol
"Jordan, Robert",Poznań,2021,eng,pol
"Millman, Dan",Poznań,2022,eng,pol
"Zadura, Bohdan",Levoča,2021,pol,slo
"Cole, Tillie",Poznań,2024,eng,pol
"[scenariusz: Ołeksij Bondarenko, Denys  Fadejew, Wjaczesław Buhajow, Ołeksandr Fylypowycz, Maksym Bohdanowskyj, Roman Onyszczenko",Warszawa,2023,ukr,pol
"Paris, B. A.",Warszawa,2023,eng,pol
"Grant, Jacob",Kraków,2021,eng,pol
"McCammon, Robert R.",Czerwonak,2022,eng,pol
"Xi, Jinping",Łysomice,2022,eng,pol
"Nin, Aaiún",Kraków,2022,eng,pol
"Sapkowski, Andrzej",New York,2022,pol,eng
"Dequier, Bruno",Warszawa,2023,fre,pol
"Le Guin, Ursula K.",Warszawa,2023,eng,pol
"Sapkowski, Andrzej",Sofija,2022,pol,bul
"Cole, Tillie",Oświęcim,2023,eng,pol
"Michal, Karel",Warszawa,2021,cze,pol
"Pavel, Ota",Warszawa,2016,cze,pol
"Perry, Tasmina",Białystok,2020,eng,pol
"Harrison, Michelle",Kraków,2022,eng,pol
"Riley, Lucinda",Warszawa,2023,eng,pol
"Kinney, Jeff",Warszawa,2022,eng,pol
"Towle, Samantha",Oświęcim,2022,eng,pol
"Cole, Tillie",Gliwice,2020,eng,pol
"[autori textu: Beata Kania, Nataša Lajdová, Ivana Uríková",Bielsko-Biała,2017,pol,slo
"Perry, Tasmina",Warszawa,2024,eng,pol
"Webster, Jean",Warszawa,2021,eng,pol
"Yukimura, Makoto",Warszawa,2023,jpn,pol
"Sandoval, Tony",Warszawa,2021,spa,pol
"Sfar, Joann",Warszawa,2021,fre,pol
"Tomlin, Mattson",Warszawa,2022,eng,pol
"Hatt, Jemma",Warszawa,2023,eng,pol
[ilustracje Noopur Thakur,Kielce,2021,eng,pol
"Miłoszewski, Zygmunt",,,pol,cat
"Wójcik, Elżbieta",Warszawa,2012,,pol
"Redmerski, J. A.",Oświęcim,2022,eng,pol
tłumaczenie: Jacek Drewnowski.,Warszawa,2022,eng,pol
"Ripellino, Angelo Maria",Warszawa,2021,ita,pol
"Haus, Jean",Oświęcim,2023,eng,pol
"Reymont, Władysław Stanisław",,2021,pol,dut
"Sapkowski, Andrzej",Moskva,2020,pol,rus
"Sapkowski, Andrzej",Moskva,2020,pol,rus
"Caras, Michael",Wrocław,2021,eng,pol
"Miłoszewski, Zygmunt",Paris,2019,pol,fre
"Tokarczuk, Olga",Firenze,2021,pol,ita
"Szymborska, Wisława",,2016,pol,kor
"Lenain, Thierry",Warszawa,2014,fre,pol
"Lofting, Hugh",Warszawa,2023,eng,
"Picoult, Jodi",Warszawa,2018,eng,pol
"Hastings, Jessa",Warszawa,2023,eng,pol
"Jakes, John",Warszawa,2023,eng,pol
